user_id,signup_date,age,email,country,acquisition_channel
bdd640fb-0667-4ad1-9c80-317fa3b1799d,2025-03-07,58,unknown@meditrack.coom,Denmark,Google
1a3d1fa7-bc89-40a9-a3b8-c1e9392456de,2025-08-01,32,garzaanthony@example.org,Ireland,Instagram
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,2025-01-28,52,frankgray@example.net,Denmark,Instagram
3602f8ac-10f1-4c81-848a-aa9e66b2bc5b,2025-10-27,54,jason76@example.net,France,Google
81f631d4-a392-41a7-9777-a4774c66e0a8,2025-07-07,70,nathanielmartin@example.net,Denmark,Referral
52fbe43b-9954-4eb4-8025-7ad1eb2263dd,2025-05-24,22,hickmannatasha@example.com,Ireland,Referral
e64d1bcb-7027-43a1-9f98-7c71a65e688e,2025-06-04,41,wrightcaleb@example.org,France,Organic
96a402f2-3ae8-4c93-8dcd-cd03969b6662,2025-02-15,23,zimmermanbrian@example.org,France,Google
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2025-10-03,50,richardolson@example.com,Denmark,Google
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,2025-03-16,55,unknown@meditrack.coom,Ireland,Instagram
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2025-01-15,32,prestonjulia@example.org,Denmark,Instagram
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2025-08-16,50,gracefarrell@example.net,Denmark,Google
e87d1c78-e7c4-41c7-8049-7b717d106c60,2025-10-02,52,waltersmaria@example.org,Ireland,Organic
c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,2025-06-19,30,vdickson@example.org,France,Organic
cf8d446a-bc2c-4b0d-9d33-4cc7ab7f089a,2025-02-25,80,kristinrodriguez@example.org,France,Google
e08596db-1d87-4966-8710-d430f071d879,2025-11-17,27,beverlyterrell@example.org,France,Instagram
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,2025-06-05,72,unknown@meditrack.coom,France,Google
b82c9074-afd5-4ea5-89d7-fd6cce777f00,2025-11-06,43,michaeljones@example.net,Ireland,Google
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,2025-09-28,43,justin69@example.net,Denmark,Organic
7118e364-7709-4749-927e-ecfaa79ac9aa,2025-05-07,38,unknown@meditrack.coom,Ireland,Instagram
3eae0032-0bd4-4990-8640-be0f25b8fd4b,2025-11-22,36,gibsonolivia@example.net,Ireland,Referral
76f2dbfe-cd29-436f-a222-82e174daaebf,2025-07-29,25,stephanie79@example.net,France,Referral
13d5f2f7-709b-4d97-864c-04af3d3f3799,2025-08-15,34,unknown@meditrack.coom,Denmark,Referral
51d87c64-55fa-4ab8-858f-1f193c07c574,2025-10-19,20,taylorjesse@example.net,France,Referral
e7a37e81-63b4-408b-ab8e-869fd5385b0e,2025-09-04,53,gateskathy@example.com,Ireland,Google
5a0cdd7c-f157-4470-8182-67c47a1b5806,2025-03-16,52,acastaneda@example.net,Ireland,Google
ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,2025-07-05,45,unknown@meditrack.coom,Denmark,Instagram
6db99102-a48b-4dbe-957d-94a106f028ff,2025-01-15,77,qwhite@example.com,France,Organic
53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,2025-03-30,19,aramirez@example.com,Denmark,Organic
20500494-3d11-4802-a702-878b9f0fda8d,2025-05-19,32,elliottjeffery@example.net,Denmark,Referral
2af43ab7-5e6f-4a07-8453-6f1d41992fdf,2025-07-06,37,stricklandfrank@example.com,Ireland,Google
cbd58bf6-1efd-46e9-8e37-14af99b49350,2025-11-22,78,reedross@example.com,Denmark,Google
70c2903f-7a8d-43aa-b82a-65e048ca7651,2025-03-31,70,kingmichelle@example.org,France,Google
7de31a51-6694-4343-90ba-58e3d2762bdc,2024-12-24,27,unknown@meditrack.coom,Denmark,Instagram
a911d192-43bf-4931-b605-bf54a021c0ca,2024-12-26,32,glennjones@example.org,Ireland,Organic
ffe3fa49-054f-42ff-b366-bad4964db03f,2025-09-02,46,barbara27@example.net,France,Referral
5553b2fe-6889-403e-9913-f9d3785299f4,2025-03-24,27,hodgemark@example.net,France,Google
6778043b-c5c5-437a-b85e-06a11dad09b2,2025-10-09,44,sandovalamy@example.com,Denmark,Organic
218a1536-8c99-4894-845d-cc38341c6494,2025-11-01,48,fgilmore@example.org,Denmark,Organic
d7665cda-fe04-4059-b985-fb6217dc8eff,2025-10-27,49,pvalentine@example.org,Denmark,Instagram
def57689-68f4-4bce-a4e7-5e8eb8f21423,2025-07-24,59,charlesharrington@example.com,Ireland,Instagram
65c17795-b155-46bc-9f8d-ed9756abf2f1,2025-07-22,66,melissa86@example.com,France,Instagram
c268283e-e32f-4e63-b7fd-dd71a075e927,2025-05-24,57,williamsonjimmy@example.net,Denmark,Instagram
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,2025-08-27,54,wgood@example.net,Denmark,Referral
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,2025-01-19,67,yknight@example.org,France,Instagram
3810ae66-5a31-44cc-8d4b-69a99b689c88,2025-07-18,45,erica21@example.net,Ireland,Referral
7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,2025-11-16,71,julie51@example.com,Denmark,Google
6502d6a2-ca6a-4224-971e-16cc5da36f1b,2024-12-02,39,gibsonemily@example.net,Denmark,Google
d289f0ab-618a-4305-95a5-bafa431d029f,2025-07-18,49,daniel37@example.org,Denmark,Referral
a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,2025-04-25,51,unknown@meditrack.coom,Ireland,Organic
19597b5a-a7a8-4636-aa35-df59e2aa7a5d,2025-09-28,36,rcrosby@example.org,France,Referral
3e5a87e3-5560-4b22-896b-5edb0cf2b69b,2025-11-23,38,caseyhubbard@example.org,Ireland,Google
dea45c19-d024-4d72-b748-967f961d33ba,2025-02-20,30,kristinacarlson@example.com,Denmark,Referral
fcce96f6-250a-4578-bbe9-4499dbc080fd,2025-01-13,80,lauren10@example.org,Denmark,Google
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,2025-02-22,41,alfred40@example.org,Ireland,Google
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,2025-08-26,35,xwest@example.net,Ireland,Referral
80fb9296-73b6-409b-9bea-f6ac97fa7f04,2025-02-16,62,acostaregina@example.net,Denmark,Instagram
a4b1f991-7542-4646-8d37-a539857dd3b3,2025-11-14,73,lutzmelanie@example.com,Denmark,Organic
6e218b09-9afd-4015-816b-cb9f7426b193,2025-01-02,49,farrelldebra@example.net,Ireland,Instagram
6e191042-370b-4063-9d90-e79eb888f6ed,2025-05-11,27,robertwilcox@example.com,Denmark,Instagram
50032b35-1857-4baf-bac7-e2b96a7e4c36,2025-05-02,33,nicholas27@example.org,Denmark,Google
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,2025-02-17,53,bellangela@example.org,Denmark,Organic
a847bce7-90fa-4b57-a4ac-2130deaf528d,2025-04-22,61,joycebonilla@example.org,Ireland,Google
604e46cb-3712-42d1-87cd-b6a1bf012e32,2025-04-29,45,eric45@example.net,Ireland,Google
adb14670-ad9f-400d-8882-d73c1c6345ab,2025-07-02,46,brandon69@example.org,Denmark,Organic
6de59332-9364-43d0-9024-bdc6dcb33df3,2025-06-24,66,zroberts@example.org,Ireland,Organic
09a0a0f6-73b0-4091-b634-c1694f76e388,2024-12-17,66,chase19@example.net,Ireland,Google
79c2d2e4-9ae1-4991-924f-93ff30307633,2025-05-29,25,hayeslisa@example.com,Ireland,Google
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,2025-07-21,63,wrightsamuel@example.com,France,Organic
28a39779-9c1c-4517-85d2-d0a686295b5d,2025-04-09,23,paul59@example.org,France,Organic
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,2024-12-21,78,grantpaul@example.com,France,Organic
a4bbf962-606e-4e1c-8f15-84494f40c22f,2025-09-12,53,elizabethcalderon@example.net,Ireland,Google
86c1b6cb-e996-40f7-af77-520eff4625af,2024-12-31,73,bromero@example.com,Denmark,Referral
277d1be9-6070-46a1-98e5-2499218c6e1c,2025-01-25,73,jenniferwilliams@example.com,Denmark,Referral
195d82f8-ee4a-4b5d-9195-54e307374c86,2025-09-30,64,lacey20@example.com,Ireland,Google
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,2025-07-28,57,millsmichael@example.net,Ireland,Referral
785ac5d0-df92-4621-a3f4-c69d0534a101,2024-12-12,46,qzavala@example.net,France,Instagram
114b9547-c9dc-42b8-9b6a-810204287378,2025-04-02,38,ingramjill@example.com,Denmark,Organic
8bc78e81-5a30-4528-8b59-95622227219f,2025-03-30,27,mariacohen@example.net,Ireland,Google
cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,2025-01-15,28,unknown@meditrack.coom,Denmark,Google
147f6570-1a43-4b54-923a-e9934b3446bc,2025-03-27,24,kirk96@example.org,Denmark,Referral
9d66e815-5a41-43b3-a95f-176cdebac186,2025-11-27,35,danielle01@example.net,Ireland,Instagram
233ffc82-92ec-49af-93ae-c376c359810a,2025-06-08,58,redwards@example.org,Ireland,Instagram
7dbf4bc1-ffa6-43d0-aa9e-5c8db1a8b71f,2025-02-08,30,melissahayes@example.net,Denmark,Referral
cf7dcb43-1679-442f-bf4c-96d671f2ce8f,2025-08-03,71,elizabeth18@example.net,Denmark,Referral
238d6f44-cac4-40eb-b373-730efc31a597,2025-02-21,27,jjohnson@example.net,Ireland,Organic
d4d60735-0e2f-4958-9e43-1e06e9247069,2025-01-11,61,kevinmartin@example.net,Ireland,Referral
9fddde2e-a8a2-47ad-abd3-cdcd27794685,2025-08-17,26,megan90@example.org,Denmark,Organic
a4364fcd-f2d3-4761-8ba3-627914cb0564,2025-09-05,25,debra96@example.net,Ireland,Google
28caaa1d-c35b-4c2c-b098-f7b2500e15c0,2025-05-28,30,tjimenez@example.com,Denmark,Instagram
64ab851b-f1fa-46e7-970d-750705eee1d4,2025-05-30,60,jasongomez@example.org,Ireland,Instagram
